Project Title,Activity Created By,Activity Created On,Activity Updated By,Activity Updated On,AMP ID,SIAFI Code,Objective,Organizations and Project ID,Project Description,Executing Sector,Status,Actual Approval Date,Current Completion Date,Final Date for Contracting,Original Completion Date,Proposed Completion Date,Proposed Start Date,Mancomunidad,Implementation Level,Region,Zone,Donor Agency,Donor Commitment Date,Donor Group,Donor Type,Financing Instrument,Funding Organization Id,Type Of Assistance,Primary Sector,Primary Sector Sub-Sector,Primary Sector Sub-Sub-Sector,Secondary Sector,Secondary Sector Sub-Sector,Tertiary Sector,Responsible Organization,Executing Agency,Beneficiary Agency,National Planning Objectives,National Planning Objectives Level 1,National Planning Objectives Level 2,National Planning Objectives Level 3,Primary Program,Primary Program Level 1,Primary Program Level 2,Primary Program Level 3,Secondary Program,Secondary Program Level 1,Secondary Program Level 2,Secondary Program Level 3,Secondary Program Level 4,2006 Actual Commitments,2006 Actual Disbursements,2006 Actual Expenditures,2006 Planned Commitments,2006 Planned Disbursements,2006 Planned Expenditures, 2007 Actual Commitments,2007 Actual Disbursements,2007 Actual Expenditures, 2007 Planned Commitments,2007 Planned Disbursements,2007 Planned Expenditures,2008 Actual Commitments,2008 Actual Disbursements,2008 Actual Expenditures,2008 Planned Commitments,2008 Planned Disbursements,2008 Planned Expenditures,2009 Actual Commitments,2009 Actual Disbursements,2009 Actual Expenditures,2009 Planned Commitments,2009 Planned Disbursements,2009 Planned Expenditures,2010 Actual Commitments,2010 Actual Disbursements,2010 Actual Expenditures,2010 Planned Commitments,2010 Planned Disbursements,2010 Planned Expenditures,2011 Actual Commitments,2011 Actual Disbursements,2011 Actual Expenditures,2011 Planned Commitments,2011 Planned Disbursements,2011 Planned Expenditures,2012 Actual Commitments,2012 Actual Disbursements,2012 Actual Expenditures,2012 Planned Commitments,2012 Planned Disbursements,2012 Planned Expenditures,2013 Actual Commitments,2013 Actual Disbursements,2013 Actual Expenditures,2013 Planned Commitments,2013 Planned Disbursements,2013 Planned Expenditures,2014 Actual Commitments,2014 Actual Disbursements,2014 Actual Expenditures,2014 Planned Commitments,2014 Planned Disbursements,2014 Planned Expenditures,Total Costs Actual Commitments,Total Costs Actual Disbursements,Total Costs Actual Expenditures,Total Costs Planned Commitments,Total Costs Planned Disbursements,Total Costs Planned Expenditures
  Transferencia al Buró Global y Otros [2010],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,AEUD006,, ,522-0440-3 [2010] (Agencia de los Estados Unidos para el Desarrollo Internacional),,Autoadministrado por Socio al Desarrollo,Finalizado,01/10/2009,30/09/2010,,,,01/10/2009, ,Country/National, , ,Agencia de los Estados Unidos para el Desarrollo Internacional,01/10/2009,Estados Unidos,Bilateral,In Kind,522-0440-3 [2010],Donación / No reembolsable,120 - SALUD,122 - Salud básica,12240 - Nutrición básica,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,11 - Salud, ,Agencia de los Estados Unidos para el Desarrollo Internacional,Agencia de los Estados Unidos para el Desarrollo Internacional, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Salud como fundamento para la mejora de las condiciones de vida, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4675000,0,0,5735000,0,0,0,4675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4675000,4675000,0,5735000,0,0
  Transferencia al Buró Gobal y Otros [2011],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,AEUD017,, ,522-0440-3 [2011] (Agencia de los Estados Unidos para el Desarrollo Internacional),,Autoadministrado por Socio al Desarrollo,Finalizado,01/10/2010,30/09/2011,,,,01/10/2010, ,Country/National, , ,Agencia de los Estados Unidos para el Desarrollo Internacional,01/10/2010,Estados Unidos,Bilateral,In Kind,522-0440-3 [2011],Donación / No reembolsable,120 - SALUD,122 - Salud básica,12240 - Nutrición básica,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,11 - Salud, ,Agencia de los Estados Unidos para el Desarrollo Internacional,Agencia de los Estados Unidos para el Desarrollo Internacional, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Salud como fundamento para la mejora de las condiciones de vida, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5578000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5578000,0,0
  Transferencia al Buró Global y Otros [2009], ,02/07/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,87171352232,, ,522-0440-3 [2009] (Agencia de los Estados Unidos para el Desarrollo Internacional),,Autoadministrado por Socio al Desarrollo,Finalizado,01/10/2008,30/09/2009,,,,01/10/2008, ,Country/National, , ,Agencia de los Estados Unidos para el Desarrollo Internacional,01/10/2008,Estados Unidos,Bilateral,In Kind,522-0440-3 [2009],Donación / No reembolsable,120 - SALUD,122 - Salud básica,12240 - Nutrición básica,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,11 - Salud, ,Agencia de los Estados Unidos para el Desarrollo Internacional,Agencia de los Estados Unidos para el Desarrollo Internacional, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Salud como fundamento para la mejora de las condiciones de vida, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8513000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8513000,0,0
  Transferencia al Buró Gobal y Otros [2012],Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),10/07/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,87171122760,, ,522-0440-3 [2012] (Agencia de los Estados Unidos para el Desarrollo Internacional),,Autoadministrado por Socio al Desarrollo,Finalizado,01/01/2012,30/09/2012,,,,01/01/2012, ,Country/National, , ,Agencia de los Estados Unidos para el Desarrollo Internacional," - 01/01/2012
 - 01/04/2012",Estados Unidos,Bilateral,In Kind,522-0440-3 [2012],Donación / No reembolsable,120 - SALUD,122 - Salud básica,12240 - Nutrición básica,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,11 - Salud, ,Agencia de los Estados Unidos para el Desarrollo Internacional,Agencia de los Estados Unidos para el Desarrollo Internacional, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Salud como fundamento para la mejora de las condiciones de vida, , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820000,820000,0,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820000,820000,0,650000,0,0
  Invirtiendo en la Gente: Un Pueblo más Saludable y con Mejor Educación. (Actividad de Educación),ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,AEUD003,, ,522-0436 (Agencia de los Estados Unidos para el Desarrollo Internacional), ,Sector Público,Finalizado,05/09/2003,30/09/2012,,,,05/09/2003, ,Country/National, , ,Agencia de los Estados Unidos para el Desarrollo Internacional,05/09/2003,Estados Unidos,Bilateral,Proyecto,522-0436,Donación / No reembolsable,110 - EDUCACIÓN,"111 - Educación, nivel no especificado",11110 - Política educativa y gestión administrativa,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,12 - Educación y Cultura, ,Agencia de los Estados Unidos para el Desarrollo Internacional," - Academy for Educational Development
 - American Institutes for Research
 - Education Development Center
 - Secretaría de Educación", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Educación y Cultura como medios de emancipación social,% Cobertura neta de Educación Básica en sus dos primeros ciclos, , , , , , ,0,5261850,0,0,0,0,0,8131292,0,0,0,0,0,8718700,0,0,0,0,0,6392608,0,0,0,0,0,2695250,0,0,0,0,0,3001705,0,0,1121297,0,0,400821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45056376,45056376,0,45270730,1121297,0
  Invirtiendo en la Gente: Un Pueblo más Saludable y con Mejor Educación (Actividad de Salud),ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,AEUD009,BIP 700004900, ,522-0433 (Agencia de los Estados Unidos para el Desarrollo Internacional), ,Sector Público,Finalizado,15/06/2004,30/09/2012,,,,15/06/2004, ,Country/National, , ,Agencia de los Estados Unidos para el Desarrollo Internacional,19/09/2010,Estados Unidos,Bilateral,Proyecto,522-0433,Donación / No reembolsable,120 - SALUD, , ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,11 - Salud, ,Agencia de los Estados Unidos para el Desarrollo Internacional," - Asociación Hondureña De Planificación De Familia
 - Secretaría de Salud", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Salud como fundamento para la mejora de las condiciones de vida, , , , , , , ,0,6624990,0,0,0,0,0,6491116,0,0,0,0,0,5098518,0,0,0,0,0,4880166,0,0,0,0,36373410,1154310,0,45410000,0,0,0,2498470,0,0,207370,0,0,1575830,0,0,3574100,0,0,0,0,0,0,0,0,0,0,0,0,0,36373410,36373410,0,45410000,3781470,0
  Proyecto Piloto Integral de Vivienda y Renovación Urbanistica,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,BCIE042,, ,S/N (Banco Centroamericano de Integración Económica), ,Sector Público,Finalizado,06/08/2008,,,,,06/08/2008, ,Country/National, , ,Banco Centroamericano de Integración Económica,06/08/2008,Organismo Internacional,Multilateral,Proyecto, ,Donación / No reembolsable,160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES, , ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,13 - Vivienda, ,Banco Centroamericano de Integración Económica,Secretaría de Infraestructura y Servicios Públicos, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.2: Reducir a menos de 15% el porcentaje de hogares en situación de pobreza, , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192000,192000,0,0,0,0
"  Consultoría de la segunda fase del programa ""Reposición de Viviendas para el Combate al Mal de CHAGAS y otros riesgos de Salud""",ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,BCIE041,,,S/N (Banco Centroamericano de Integración Económica),,Sector Público,Finalizado,11/06/2009,31/12/2011,,,,11/06/2009, ,Country/National, , ,Banco Centroamericano de Integración Económica,11/06/2009,Organismo Internacional,Multilateral,Proyecto,S/N,Donación / No reembolsable,160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES,16050 - Ayuda multisectorial para servicios sociales básicos, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA," - 11 - Salud
 - 16 - Infraestructura Social", ,Banco Centroamericano de Integración Económica,"Instituto de Desarrollo Comunitario, Agua y Saneamiento / Fondo Hondureño de Inversión Social", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades", , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,24000,0,0,0,0
  Apoyo a Paises Fundadores del BCIE [2008],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,BCIE040,, ,S/N (Banco Centroamericano de Integración Económica), ,Sector Público,Condiciones Previas,29/01/2008,,,,,29/01/2008, ,Country/National, , ,Banco Centroamericano de Integración Económica,29/01/2008,Organismo Internacional,Multilateral,Proyecto,S/N,Donación / No reembolsable,400 - MULTISECTORIAL, , ,4 - FORTALECIMIENTO INSTITUCIONAL,41 - Modernización del Estado, ,Banco Centroamericano de Integración Económica,Secretaría de Finanzas,Secretaría de Finanzas, , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0
  Asistencia Sueca para las Actividades Complementarias del Proyecto de Asistencia Técnica de Apoyo de la Reducción a la Pobreza [P083851],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,BAMU016,, ,TF 91447 (Banco Mundial), ,Sector Público,Finalizado,01/01/2008,31/12/2010,,,,20/02/2008, ,Sub-national,R12 - Región Centro,Distrito Central,Banco Mundial,20/02/2008,Organismo Internacional,Multilateral,Trust Fund,TF 91447,Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general",15110 - Política de administración y gestión del sector público,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social, ,Banco Mundial,Secretaría de Despacho Presidencial, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.2: Reducir a menos de 15% el porcentaje de hogares en situación de pobreza, ,Plan de Nación,"Reducción de la Pobreza, Generación de Activos e Igualdad de Oportunidades"," - % Hogares  en Situación de Pobreza
 - % de Hogares  en Situación de Pobreza Extrema", , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,4623000,1600282.95,0,0,0,0,0,0,0,0,0,0,0,2209777.05,0,0,0,0,0,812940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4623000,4623000,0,0,0,0
  Apoyo a la Red de Protección Social y Planeación Estratégica,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),22/05/2013,BAID059,,,ATN/SF-9995-HO (Banco Interamericano de Desarrollo), ,Autoadministrado por Socio al Desarrollo,Finalizado,11/09/2006,26/03/2011,,,,11/09/2006, ,Country/National, , ,Banco Interamericano de Desarrollo,11/09/2006,Organismo Internacional,Multilateral,Asistencia Técnica, ,Donación / No reembolsable,160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES,16010 - Servicios sociales, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,14 - Protección Social, ,Banco Interamericano de Desarrollo,Banco Interamericano de Desarrollo, ,Visión de País,"Objetivo 2 - Una Honduras que se desarrolla en democracia, con seguridad y sin violencia",Meta 2.3: Reducir el Índice de Conflictividad Social a menos de 6, , , , , , , , , , ,150000,89706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32794,0,0,27500,0,0,27500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,150000,0,0,27500,0
  Apoyo a la Infraestructura Social Básica en el Municipio de la Mancomunidad de MAMUCA Fase II,ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),23/05/2013,AECD074,,,1991-10 (Agencia Española de Cooperación Internacional para el Desarrollo),,Sector Público,Finalizado,23/12/2010,23/06/2012,,,23/12/2011,23/12/2010, ,Sub-national,R04 - Valle de Lean," - Arizona
 - El Porvenir
 - Esparta
 - La Masica
 - San Francisco",Agencia Española de Cooperación Internacional para el Desarrollo," - 23/12/2010
 - 01/04/2012",España,Bilateral,Proyecto,1991-10," - Donación / No reembolsable
 - Intereses Devengados"," - 160 - OTROS SERVICIOS E INFRAESTRUCTURAS SOCIALES
 - 400 - MULTISECTORIAL"," - 16050 - Ayuda multisectorial para servicios sociales básicos
 - 430 - Otros multisectorial",43040 - Desarrollo rural,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,16 - Infraestructura Social, ,Agencia Española de Cooperación Internacional para el Desarrollo,Mancomunidad de Municipios del Centro de Atlantida,Mancomunidad de Municipios del Centro de Atlantida,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental",Meta 3.7: Llevar el índice Global de Riesgo Climático a un nivel superior a 50, , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328675,0,0,0,0,0,0,0,88130,0,0,0,11840,328675,252385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340515,328675,340515,0,0,0
  Plan de Acción para Países C y D [HO-T1160],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),23/05/2013,BAID133,, ,ATN/OC-12752-HO (Banco Interamericano de Desarrollo),,Autoadministrado por Socio al Desarrollo,Finalizado,01/06/2011,31/07/2012,,,,01/06/2011, ,Country/National, , ,Banco Interamericano de Desarrollo,01/06/2011,Organismo Internacional,Multilateral,Asistencia Técnica,ATN/OC-12752-HO,Donación / No reembolsable,150 - GOBIERNO Y SOCIEDAD CIVIL,"151 - Gobierno y Sociedad Civil, general", ,4 - FORTALECIMIENTO INSTITUCIONAL,41 - Modernización del Estado, ,Banco Interamericano de Desarrollo,Banco Interamericano de Desarrollo, ,Visión de País,"Objetivo 4 - Un Estado moderno, transparente, responsable, eficiente y competitivo",Meta 4.1: Mejorar la posición de Honduras en el índice de Competitividad Global a la posición 50, ,Plan de Nación,"Competitividad, Imagen País y Sectores Productivos",Calificación de Honduras en el Índice de Competitividad, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361500,140818,0,0,220680,0,0,220664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361500,361482,0,0,220680,0
  Fortalecimiento de la Gestión Municipal del Servicio de Agua de La Ceiba (2008), ,16/07/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),23/05/2013,87171353075,, ,1651-08 (Agencia Española de Cooperación Internacional para el Desarrollo), ,Sector Público,Finalizado,05/12/2008,05/06/2010,05/06/2011,,,05/12/2008, ,Sub-national,R04 - Valle de Lean,La Ceiba,Agencia Española de Cooperación Internacional para el Desarrollo,05/12/2008,España,Bilateral,Proyecto,1651-08," - Donación / No reembolsable
 - Intereses Devengados"," - 140 - ABASTECIMIENTO DE AGUA Y SANEAMIENTO
 - 400 - MULTISECTORIAL"," - 14021 - Abastecimiento de agua - Sistemas de envergadura
 - 410 - Protección general del medio ambiente", ," - 1 - PROMOCIÓN Y PROTECCIÓN HUMANA
 - 3 - AGROFORESTAL Y TURISMO"," - 15 - Agua y Saneamiento
 - 32 - Recursos Forestal y Ambiente", ,Agencia Española de Cooperación Internacional para el Desarrollo,Alcaldía de La Ceiba,Alcaldía de La Ceiba,Visión de País,"Objetivo 3 - Una Honduras productiva, generadora de oportunidades y empleo digno, que aprovecha de manera sostenible sus recursos y reduce la vulnerabilidad ambiental", , ,Plan de Nación," - Desarrollo Regional, Recursos Naturales y ambiente
 - Salud como fundamento para la mejora de las condiciones de vida",Número de Municipios administrando sistemas de agua y saneamiento, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,355778,355778,355777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355778,355778,355777,0,0,0
  Proyecto de Hostelería y Turismo [2010],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),23/05/2013,OEIA003,, ,S/N (Organización de Estados Iberoamericanos), ,Autoadministrado por Socio al Desarrollo,Finalizado,01/01/2010,31/12/2010,,,,01/01/2010, ,Sub-national," - R01 - Valle de Sula
 - R03 - Occidente
 - R05 - Valle de Aguán"," - Santa Rita
 - Sonaguera
 - Tela",Organización de Estados Iberoamericanos,19/09/2010,Organismo Internacional,Multilateral,Proyecto, ,Donación / No reembolsable,332 - TURISMO,33210 - Política turística y gestión administrativa, ,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,12 - Educación y Cultura, ,Organización de Estados Iberoamericanos," - Organización de Estados Iberoamericanos
 - Secretaría de Educación", ,Visión de País,"Objetivo 4 - Un Estado moderno, transparente, responsable, eficiente y competitivo",Meta 4.1: Mejorar la posición de Honduras en el índice de Competitividad Global a la posición 50, ,Plan de Nación,"Competitividad, Imagen País y Sectores Productivos",Calificación de Honduras en el Índice de Competitividad, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65685.759,65685.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65685.759,65685.759,0,0,0,0
  Fortalecimiento Institucional: Atención a la Diversidad del Alumnado de Honduras [2010],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),23/05/2013,OEIA005,, ,S/N (Organización de Estados Iberoamericanos), ,Autoadministrado por Socio al Desarrollo,Finalizado,01/01/2010,31/12/2010,,,,01/01/2010, ,Sub-national,R11 - El Paraíso,Danlí,Organización de Estados Iberoamericanos,01/01/2010,Organismo Internacional,Multilateral,Proyecto, ,Donación / No reembolsable,110 - EDUCACIÓN,"111 - Educación, nivel no especificado",11110 - Política educativa y gestión administrativa,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,12 - Educación y Cultura, ,Organización de Estados Iberoamericanos," - Organización de Estados Iberoamericanos
 - Secretaría de Educación", ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.3: Elevar la escolaridad promedio a 9 años, ,Plan de Nación,Educación y Cultura como medios de emancipación social,% de cumplimiento del calendario escolar (200 días) en establecimientos educativos públicos, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39411.46,39411.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39411.46,39411.46,0,0,0,0
  Fortalecimiento de la cooperación española en torno a las prioridades nacionales hondureñas de desarrollo, ,11/07/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),23/05/2013,87171352794,, ,1401-06 (Agencia Española de Cooperación Internacional para el Desarrollo), ,Sector Público,Finalizado,17/03/2006,17/03/2007,30/09/2007,,,17/03/2006, ,Country/National, , ,Agencia Española de Cooperación Internacional para el Desarrollo,17/03/2006,España,Bilateral,Proyecto,1401-06," - Donación / No reembolsable
 - Intereses Devengados",400 - MULTISECTORIAL,430 - Otros multisectorial,43040 - Desarrollo rural,1 - PROMOCIÓN Y PROTECCIÓN HUMANA,16 - Infraestructura Social, ,Agencia Española de Cooperación Internacional para el Desarrollo,Secretaría de Coordinación General de Gobierno, ,Visión de País,"Objetivo 4 - Un Estado moderno, transparente, responsable, eficiente y competitivo", , ,Plan de Nación,"Competitividad, Imagen País y Sectores Productivos", , , , , , , ,84354,84354,84354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84354,84354,84354,0,0,0
"  Gestión de Ejes Transversales, Abordaje Interprogramático e Interagencial [2010-2011]",ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),23/05/2013,OPSA002,, ,S/N (Organización Panamericana de la Salud),,Autoadministrado por Socio al Desarrollo,Finalizado,01/01/2010,31/12/2011,,,,01/01/2010, ,Country/National, , ,Organización Panamericana de la Salud,01/01/2010,Naciones Unidas,Multilateral,Asistencia Técnica, ,Donación / No reembolsable,120 - SALUD,122 - Salud básica," - 12240 - Nutrición básica
 - 12250 - Control enfermedades infecciosas
 - 12261 - Educación sanitaria
 - 12281 - formación personal sanitario",1 - PROMOCIÓN Y PROTECCIÓN HUMANA,11 - Salud, ,Organización Panamericana de la Salud,Organización Panamericana de la Salud, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Salud como fundamento para la mejora de las condiciones de vida," - Incidencia de Casos de  Malaria/ Dengue
 - Tasa de Incidencia de casos de Enfermedades Infecciosas asociadas a Condiciones Materiales de Vida ( Diarrea-IRAS X 1000 hab) y TB x 100mil hab)
 - Tasa de Mortalidad en menores 5 años
 - Tasa de Prevalencia del VIH en población de 15-49 años", , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249750,115793,0,0,0,0,0,133957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249750,249750,0,0,0,0
  Obligación no Locales- Varios Proyectos [2010-2011],ATL ATL (atl@amp.org),20/03/2012,Vicente Tábora [ADMIN] (cooperacion@sre.gob.hn),23/05/2013,OPSA007,, ,S/N (Organización Panamericana de la Salud),,Autoadministrado por Socio al Desarrollo,Finalizado,01/01/2010,31/12/2011,,,,01/01/2010, ,Country/National, , ,Organización Panamericana de la Salud,01/01/2010,Naciones Unidas,Multilateral,Proyecto, ,Donación / No reembolsable,120 - SALUD,122 - Salud básica," - 12220 - Atención sanitaria básica
 - 12240 - Nutrición básica
 - 12250 - Control enfermedades infecciosas
 - 12261 - Educación sanitaria
 - 12262 - Control de la malaria
 - 12263 - Control de la tuberculosis
 - 12281 - formación personal sanitario",1 - PROMOCIÓN Y PROTECCIÓN HUMANA,11 - Salud, ,Organización Panamericana de la Salud,Organización Panamericana de la Salud, ,Visión de País,"Objetivo 1 - Una Honduras sin pobreza extrema, educada y sana, con sistemas consolidados de previsión social",Meta 1.4: Alcanzar 95% de cobertura de salud en todos los niveles del sistema, ,Plan de Nación,Salud como fundamento para la mejora de las condiciones de vida," - % Cobertura de Hogares Rurales con Acceso a Agua Potable
 - % Cobertura de Hogares con acceso a sistemas de Eliminación de Excretas
 - Número de Municipios administrando sistemas de agua y saneamiento", , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,621221,0,0,0,0,0,378779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,0,0
