Objective,Organizations and Project ID,Project Description,Project Title,Status,Actual Approval Date,Actual Completion Date,Actual Start Date,Proposed Approval Date,Proposed Completion Date,Proposed Start Date,Country,District,Region,Zone,Donor Agency,Cumulative Commitment,Cumulative Disbursement,Donor Group,Primary Sector,Primary Sector sub-sector,2010 Actual Commitments,2010 Actual Disbursements,2010 Planned Commitments,2010 Planned disbursements,2011 Actual Commitments,2011 Actual Disbursements,2011 Planned Commitments,2011 Planned disbursements,2012 Actual Commitments,2012 Actual Disbursements,2012 Planned Commitments,2012 Planned disbursements,2013 Actual Commitments,2013 Actual Disbursements,2013 Planned Commitments,2013 Planned disbursements,Total Actual Commitments,Total Actual Disbursements,Total Planned Commitments,Total Planned disbursements
  , , ,Conditions de vie dans le département de l'Ouest (HELP),Operationally closed,,,,,30/06/2011,30/06/2010,Haiti, ,Ouest, ,Ambassade d'Allemagne,1011688.311,922077.922,Allemagne,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT", , , , , , ,922077.922, ,389610.389, , , ,89610.389, , , , ,1011688.311,922077.922, ,479220.779
  , , ,Réhabilitation orthopédique et des logements à Léogane (JUH),Ongoing,,,,,,,Haiti,Léogâne,Ouest,Léogâne Arrondissement, , , , ,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT", , , , , , , , , , , , , , , , , , , , , 
  , , ,Basis-infrastructure /NY Pledge // Source : OSE/Allemagne),Ongoing,,,,,31/12/2012,30/06/2011,Haiti, ,Ouest,Léogâne Arrondissement,Ambassade d'Allemagne,519480.519,519480.519,Allemagne,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, ,519480.519, , , , ,519480.519, ,64935.064, , , , , , , , ,519480.519,519480.519, ,64935.064
  , , ,Stabilitation of livelihoods / NY Pledge // (Source : OSE/Allemagne),Ongoing,,,,,31/12/2012,30/06/2011,Haiti, ,Grande Anse, ,Ambassade d'Allemagne,649350.649,259740.259,Allemagne,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT", ,649350.649, , , , ,259740.259, ,389610.389, , , , , , , , ,649350.649,259740.259, ,389610.389
  , , ,Living conditions,Ongoing,,,,,31/12/2011,01/03/2011,Haiti,Belle-Anse,Sud-Est,Belle-Anse Arrondissement,Ambassade d'Allemagne,649350.649,649350.649,Allemagne,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, , ,519480.519, , , ,129870.129, , , , , , , , , , ,649350.649,649350.649, , 
  ," - CN000043 (Commission intérimaire pour la reconstruction d'Haïti)
 - Fiocruz (Ministère de la Santé)
 - Ministério da Saúde (Ministère de la Santé)
 - OPS/OMS (Ministère de la Santé)
 - PNUD BRA10/005 (Ministère de la Santé)
 - UFRGS (Ministère de la Santé)
 - UFSC (Ministère de la Santé)",,Renforcement du système de santé et de la surveillance épidémiologique dans la République d'Haïti,Ongoing,27/03/2010,,,27/03/2010,31/12/2014,30/06/2010,Haiti, , , ,Ministère de la Santé,70563350,70563350,Brésil,120 - SANTE, , , , , , , , , , , , , , , , , ,70563350,70563350, , 
  , , ,Living conditions (Departement West),Ongoing,,,,,,,Haiti, ,Ouest, ,Ambassade d'Allemagne,844155.844,844155.844,Allemagne,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs,844155.844, , , , ,844155.844, , , , , , , , , , ,844155.844,844155.844, , 
  , , ,Institut Haïti-Brésil de réhabilitation pour les personnes handicapées // (Source : OSE/Brésil),Ongoing,,,,,,01/01/2010,Haiti, , , ,Ministère des Relations Extérieures,3549140,4579,Brésil,120 - SANTE,"121 - Santé, général", , , , , ,4579, ,1743142, , , ,871571, , , ,871571,3549140,4579, ,3486284
  , ,,Renforcement de la capacité politique et institutionnelle d’agents gouvernementaux et non gouvernementaux afin de promouvoir et défendre les droits des personnes handicapées // (Source : OSE/Brésil),Ongoing,,,,,,,Haiti,Port-au-Prince,Ouest,Port-au-Prince Arrondissement,Ministère des Relations Extérieures,298015,9781,Brésil,120 - SANTE, , , , , , ,9781, , , , , ,226474, , , , ,298015,9781, ,226474
  , , ,Appui à la reprise économique dans le Sud Est,Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Sud-Est, ,Ambassade d'Allemagne,1428571.428,1428571.428,Allemagne,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT",430 - Autres multi secteurs,1428571.428, , , , ,1428571.428, ,649350.649, , , , , , , , ,1428571.428,1428571.428, ,649350.649
  , , ,Stabilisation livehoods - Léogane,Ongoing,,,,,30/06/2013,30/06/2010,Haiti,Léogâne,Ouest,Léogâne Arrondissement,Ambassade d'Allemagne,5909090.909,4001875.324,Allemagne,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT", , ,1038961.038, , ,1792207.792,2962914.285, ,2922077.922, , , ,259740.259, , , , ,5909090.909,4001875.324, ,3181818.181
  , , ,Local agricultural production / NY Pledge // (Source : OSE/Allemagne),Ongoing,,,,,,,Haiti,Bainet,Sud-Est,Bainet Arrondissement,Ambassade d'Allemagne,207792.207,207792.207,Allemagne,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT", , ,207792.207, , , , , , , , , , , , , , ,207792.207,207792.207, , 
  ,HTI-11/WS/40215/8502 (Bureau de la coordination des affaires humanitaires),,CAP2011 - CHOLERA RESPONSE / Cholera Prevention and Response Project (M-013406),Operationally closed,,,,,31/01/2011,01/10/2010,Haiti, ,Ouest, ," - Affaires étrangères, Commerce et Développement Canada
 - Ambassade d'Allemagne
 - Ambassade de Suède",2374301,0," - Allemagne
 - Canada
 - Suède",700 - AIDE HUMANITAIRE, ,2374301, , , , , , , , , , , , , , , ,2374301, , , 
  ,HTI-12/E/45181/124 (Bureau de la coordination des affaires humanitaires),,CAP2012 - Quality basic education for vulnerable children in earthquake affected areas and host communities in Haiti,Operationally closed,,,,,31/12/2012,01/01/2012,Haiti, ,Ouest, ," - Comité national UNICEF/Allemagne
 - Comité national UNICEF/Etats-Unis
 - Comité national UNICEF/Pays-Bas
 - Fonds des Nations Unies pour l'enfance",654320,654320," - Nations Unies
 - ONG non haïtienne",700 - AIDE HUMANITAIRE, , , , , ,654320,654320, , , , , , , , , , ,654320,654320, , 
  ,(HTI-10/CSS/31447/R/561) (Bureau de la coordination des affaires humanitaires),,FA - Logistics Augmentation and Coordination for Relief Operations in Response to the Earthquake in Haiti (HTI-10/CSS/31447/R/561),Operationally closed,,,,12/01/2010,31/12/2010,12/01/2010,Haiti, ,Ouest, ," - Affaires étrangères, Commerce et Développement Canada
 - Ambassade d'Allemagne
 - Ambassade d'Australie
 - Ambassade d'Espagne
 - Ambassade d'Estonie
 - Ambassade d'Irlande
 - Ambassade de Finlande
 - Ambassade de Norvège
 - Ambassade de Suisse
 - Ambassade de Suède
 - Ambassade des Etats-Unis d'Amérique
 - Ambassade des Pays-Bas
 - Ambassade du Danemark
 - Ambassade du Liechtenstein
 - Ambassade du Royaume-Uni
 - Fonds central d'intervention d'urgence (OCHA)
 - Fonds pour les interventions d'urgence (OCHA)
 - Office humanitaire de la Communauté européenne
 - Private (individuals & organisations)",47384921.88,47384921.88," - Allemagne
 - Australie
 - Canada
 - Danemark
 - Entreprises non haïtiennes
 - Espagne
 - Estonie
 - Finlande
 - Irlande
 - Liechtenstein
 - Nations Unies
 - Norvège
 - Pays-Bas
 - Royaume-Uni
 - Suisse
 - Suède
 - Union européenne
 - États-Unis",700 - AIDE HUMANITAIRE, ,142920,142920, , , , , , , , , , , , , , ,47384921.88,47384921.88, , 
  , ,,Reconstruction Leogane,Ongoing,,,,,30/06/2012,30/06/2010,Haiti, ,Ouest, ,Ambassade d'Allemagne,14166233.77,4285714.285,Allemagne," - 110 - EDUCATION
 - 120 - SANTE"," - 112 - Éducation de base
 - 121 - Santé, général", , , , , ,4285714.285, ,1038961.038, , , , , , , , ,14166233.77,4285714.285, ,1038961.038
 , ,,"Lutte contre la pauvreté et développement local dans le Département du Centre, Hinche",Operationally closed,,,,,31/12/2013,01/01/2005,Haiti, ,Centre, ,Ambassade d'Allemagne,10389610.39,6116883.116,Allemagne," - 110 - EDUCATION
 - 120 - SANTE
 - 140 - EAU ET ASSAINISSEMENT", , ,3870129.87, , , ,2246753.246, ,2246753.246, , , , , , , , ,10389610.39,6116883.116, ,2246753.246
  , , ,"Assurer les bases economiques et alimentaires des IDP et de leurs familles pauvres par CfW dans l'agriculture, protection de ressources et infrastructures locales au Nord",Operationally closed,,,,,31/07/2011,01/07/2010,Haiti, ," - Nord
 - Nord-Est
 - Nord-Ouest", ,Ambassade d'Allemagne,2007792.207,2007792.207,Allemagne,500 - AIDE-PROGRAMME ET PRODUITS,520 - Aide alimentaire à des fins de développement/aide à la sécurité alimentaire, ,1617164.935, , , ,390627.272, , , , , , , , , , ,2007792.207,2007792.207, , 
  , , ,Securité alimentaire à travers la gestion durable des ressources naturelles dans les bassins versants de Jassa et Lamatry,Ongoing,,,,,30/09/2014,01/10/2012,Haiti,Ferrier," - Nord
 - Nord-Est"," - Fort-Liberté Arrondissement
 - Ouanaminthe Arrondissement",Ambassade d'Allemagne,1168831.168,868466.233,Allemagne,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT", , ,309090.909, , , ,559375.324, ,285714.285, , , ,136363.636, , , , ,1168831.168,868466.233, ,422077.922
  , , ,Constructions d'abris provisoires à Léogane,Operationally closed,,,,,31/10/2012,01/05/2010,Haiti,Léogâne,Ouest,Léogâne Arrondissement,Ambassade d'Allemagne,16948051.95,16948051.95,Allemagne,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, , ,16883116.88, , , ,64935.064, , , , , , , , , , ,16948051.95,16948051.95, , 
  , , ,Structures de réhabilitation pour personnes handicappés dans la région de Léogane et Petit-Goâve,Ongoing,,,,,31/12/2012,31/12/2011,Haiti," - Léogâne
 - Petit-Goâve",Ouest,Léogâne Arrondissement,Ambassade d'Allemagne,1038961.038,1038961.038,Allemagne,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT", ,1038961.038, , , , ,1038961.038, ,389610.389, , , , , , , , ,1038961.038,1038961.038, ,389610.389
 ,57628 (Programme des Nations Unies pour le développement), ,Réforme administrative en Haïti,Ongoing,,,01/01/2007,,31/12/2015,,Haiti, , , ,Programme des Nations Unies pour le développement,467344,467344,Nations Unies,150 - GOUVERNEMENT ET SOCIETE CIVILE,"151 - Gouvernement et société civile, général", , , , ,192055,192055, , ,275289,275289, , , , , , ,467344,467344, , 
 ,63758 (Programme des Nations Unies pour le développement), ,Réduction des utilisations conflictuelles de l'eau - Bassin versant Artibonite,Ongoing,,,01/01/2009,,31/12/2014,,Haiti, ," - Artibonite
 - Centre", ,Programme des Nations Unies pour le développement,80382,80382,Nations Unies,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT","410 - Protection de l’environnement, général", , , , , , , , ,80382,80382, , , , , , ,80382,80382, , 
 ,72801 (Programme des Nations Unies pour le développement), ,Etablissement d’un Système National d’Aires Protégées financièrement soutenable (SNAP),Ongoing,,,01/01/2010,,31/12/2016,,Haiti, ," - Artibonite
 - Centre
 - Grande Anse
 - Nippes
 - Nord
 - Nord-Est
 - Nord-Ouest
 - Ouest
 - Sud
 - Sud-Est", ," - Fonds pour l'environnement mondial
 - Programme des Nations Unies pour le développement",992388,992388," - Fonds mondial
 - Nations Unies","400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT","410 - Protection de l’environnement, général", , , , ,289003,289003, , ,703385,703385, , , , , , ,992388,992388, , 
 ,73248 (Programme des Nations Unies pour le développement), ,De_veloppement de l’Hydroe_lectricite_ sur petite e_chelle en Hai_ti,Ongoing,,,01/02/2010,,31/12/2016,,Haiti, ,Sud, ," - Fonds pour l'environnement mondial
 - Programme des Nations Unies pour le développement",370197,370197," - Fonds mondial
 - Nations Unies",230 - ENERGIE (PRODUCTION ET DISTRIBUTION), , , , , ,85467,85467, , ,284730,284730, , , , , , ,370197,370197, , 
 ,73302 (Programme des Nations Unies pour le développement), ,Renforcement des capacités adaptatives des communautés côtières d’Haïti aux changements climatiques,Ongoing,,,01/01/2010,,31/12/2016,,Haiti, ," - Sud
 - Sud-Est", ," - Fonds pour l'environnement mondial
 - Programme des Nations Unies pour le développement",1846080,1846080," - Fonds mondial
 - Nations Unies","400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT","410 - Protection de l’environnement, général", , , , ,882614,882614, , ,963466,963466, , , , , , ,1846080,1846080, , 
 ,80439 (Programme des Nations Unies pour le développement), ,Appui Unité Logement,Operationally closed,,31/12/2012,01/11/2011,,,,Haiti, , , ,Programme des Nations Unies pour le développement,719708,719708,Nations Unies,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, , , , , ,719708,719708, , , , , , , , , , ,719708,719708, , 
 ,83446 (Programme des Nations Unies pour le développement), ,Appui technique aux programmes de cash transferts,Ongoing,,,01/07/2012,,31/12/2014,,Haiti, , , ," - Fonds d'assistance économique et social
 - Programme des Nations Unies pour le développement",861109,861109," - Autres org. de la société civile non haïtienne
 - Nations Unies",160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, , , , , ,489230,489230, , ,371879,371879, , , , , , ,861109,861109, , 
 ,83866 (Programme des Nations Unies pour le développement), ,Création d’emplois inclusifs,Ongoing,,,01/08/2012,,31/12/2014,,Haiti, ," - Artibonite
 - Nord-Est
 - Ouest
 - Sud", ,Programme des Nations Unies pour le développement,787680,787680,Nations Unies,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS,16020 - Politique de l’emploi et gestion administrative, , , , ,466331,466331, , ,321349,321349, , , , , , ,787680,787680, , 
 ,84604 (Programme des Nations Unies pour le développement), ,Appui au secteur de la reconstruction et du logement,Operationally closed,,31/12/2013,01/01/2013,,,,Haiti, , , ,Programme des Nations Unies pour le développement,250000,250000,Nations Unies,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, , , , , , , , , ,250000,250000, , , , , , ,250000,250000, , 
 ,84835 (Programme des Nations Unies pour le développement), ,Renforcement des capacités du MDE,Ongoing,,,01/01/2013,,31/12/2014,,Haiti, , , ,Programme des Nations Unies pour le développement,251675,251675,Nations Unies,"400 - DESTINATION PLURI-SECTO-RIELLE OU TRANSVERSALE, DONT ENVIRONNEMENT","410 - Protection de l’environnement, général", , , , , , , , ,251675,251675, , , , , , ,251675,251675, , 
 ,70275 (Programme des Nations Unies pour le développement), ,Appui au Programme,Ongoing,,,01/03/2009,,31/12/2016,,Haiti, , , ,Programme des Nations Unies pour le développement,1705024,1705024,Nations Unies,910 - FRAIS ADMINISTRATIFS DES DONNEURS, , , , , ,1230583,1230583, , ,474441,474441, , , , , , ,1705024,1705024, , 
  ,HA-T1083 (Banque interaméricaine de développement),,Strengthening the Internal Debt Sustainability Analysis Unit - (BID/HA-T1083),Ongoing,10/12/2009,,08/06/2010,10/12/2009,,08/06/2010,Haiti, , , ," - Banque interaméricaine de développement
 - Ministère de l’Economie et des Finances",265000,5788," - Banque interaméricaine de développement
 - Ministères - Services internes centraux",150 - GOUVERNEMENT ET SOCIETE CIVILE, ,15000, , , , , , , , ,5788, , , , , , ,265000,5788, , 
  ,HA-T1053 (Banque interaméricaine de développement), ,"Support for Planning, Programming and Monitoring Based on Results - (BID/HA-T1053)",Ongoing,05/03/2008,,11/04/2008,05/03/2008,,11/04/2008,Haiti, , , ," - Banque interaméricaine de développement
 - Ministère de l’Economie et des Finances",500000,281747," - Banque interaméricaine de développement
 - Ministères - Services internes centraux",150 - GOUVERNEMENT ET SOCIETE CIVILE, ,50000,312214, , , ,-7071, , , ,-23396, , , , , ,40220,500000,281747, ,40220
  ,HA-T1080 (Banque interaméricaine de développement),,Support to the Design of the HA-L1035 Program - (BID/HA-T1080),Ongoing,08/12/2009,,09/02/2010,08/12/2009,,09/02/2010,Haiti, , , ," - Banque interaméricaine de développement
 - Ministère de l’Economie et des Finances",690000,118583," - Banque interaméricaine de développement
 - Ministères - Services internes centraux",230 - ENERGIE (PRODUCTION ET DISTRIBUTION), ,90000, , , , , , , , , , , , , , ,10188,690000,118583, ,10188
  , , ,AMELIORATION DES MODES DE SUBSISTANCES ET REDUCTION DE LA PAUVRETE AU TRAVERS D’UN RENFORCEMENT DES SECTEURS DE LA CONSERVATION DE SOLS ET DE L’AGRICULTURE DANS LE DEPARTEMENT DU SUD-EST.,Ongoing,03/02/2011,,,03/02/2011,01/02/2013,01/02/2012,Haiti, ,Sud-Est, ,Agence espagnole de coopération internationale pour le développement,1298701.298,1298701.298,Espagne,311 - AGRICULTURE, ,1298701.298, , , , ,1298701.298, , , , , , , , , , ,1298701.298,1298701.298, , 
  ,"A034034-001 (Affaires étrangères, Commerce et Développement Canada )",,Modernisation du registre civil en Haïti / (Source : MAECD / A034034-001),Operationally closed,,,,,19/03/2012,30/06/2008,Haiti, , , ,"Affaires étrangères, Commerce et Développement Canada",15725806.45,15725648.19,Canada," - 150 - GOUVERNEMENT ET SOCIETE CIVILE
 - 160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS"," - 151 - Gouvernement et société civile, général
 - 16062 - Renforcement des capacités statistiques", ,4106696.572, , , ,1733555.443, , , , , , , , , , ,15725806.45,15725648.19, , 
 ,"S065290001 (Affaires étrangères, Commerce et Développement Canada )",,Appui à la santé maternelle et infantile à travers l'action communautaire contre le VIH et le sida / (Source : MAECD / S065290-001),Operationally closed,,,,,31/03/2013,22/03/2012,Haiti, ,Artibonite, ,"Affaires étrangères, Commerce et Développement Canada",16532.258,16532.258,Canada,130 - POLITIQUE EN MATIERE DE POPULATION/SANTE ET FERTILITE / VIH-SIDA,13040 - Lutte contre les MST et VIH/sida,16532.258, , , , ,16532.258, , , , , , , , , , ,16532.258,16532.258, , 
  ,HA-T1131 (Banque interaméricaine de développement),,Support for the Implementation of the Education Plan - (BID/HA-T1131),Ongoing,15/07/2010,,15/07/2010,15/07/2010,,15/07/2010,Haiti, , , ," - Banque interaméricaine de développement
 - Ministère de l’Economie et des Finances",624171,338418," - Banque interaméricaine de développement
 - Ministères - Services internes centraux",110 - EDUCATION, , , , , , , , , , , , , , , , ,9287,624171,338418, ,9287
  ,HA-T1061 (Banque interaméricaine de développement),,Early Childhood Development Pilot - (BID/HA-T1106),Ongoing,18/12/2007,,18/03/2008,18/12/2007,,18/03/2008,Haiti, , , ,Banque interaméricaine de développement,150000,78504,Banque interaméricaine de développement,110 - EDUCATION, , ,72627, , , ,2258, , , ,3619, , , , , ,20641,150000,78504, ,20641
  ,HA-X1001 (Banque interaméricaine de développement), ,Co-financing for the Vocational Training Program - (BID/HA-X1001),Ongoing,12/04/2007,,28/06/2007,12/04/2007,,28/06/2007,Haiti, , , ,Banque interaméricaine de développement,6674000,5439925,Banque interaméricaine de développement,110 - EDUCATION, , ,3651834, , , ,1190149, , , ,597942, , , , , ,3044,6674000,5439925, ,3044
 ,HA-T1134 (Banque interaméricaine de développement),,Support for the Reconstruction of the Toussaint Louverture Airport (BID/HA-T1134),Ongoing,03/10/2011,,,03/10/2011,,,Haiti, , , ,Banque interaméricaine de développement,830000,822000,Banque interaméricaine de développement,210 - TRANSPORTS ET ENTREPOSAGE,21050 - Transport aérien, , , , ,830000, , , , ,822000, , , , , ,80000,830000,822000, ,80000
 , , ,Construction du Marché Public de la ville de Jacmel / NY Pledge (PETROCARIBE Agreement - New Funds) // (Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Sud-Est, ,Ambassade du Vénézuela,1700000,900000,Venezuela,332 - TOURISME, ,1700000, , , , ,900000, , , , , , , , , , ,1700000,900000, , 
 , , ,Hébergement Post-Tremblement de terre du 12 janvier 2010 / NY PlPledge (PETROCARIBE Agreement - New Fund) // (Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2010,Haiti, , , ,Ambassade du Vénézuela,11561905,9817740,Venezuela,700 - AIDE HUMANITAIRE,730 - Aide à la reconstruction et réhabilitation, ,5270500, , , ,4547240, , , , , , , , , , ,11561905,9817740, , 
 , , ,"Acquisition d'équipement pour le Service d'entretien des équipements urbains (SEEUR-MTPTC) - 20 camions, 2 graders, 2 / NY Pledge (PETROCARIBE Agreement - New Funds) // (Source : OSE/Venezuela)",Ongoing,,,,,30/06/2011,30/06/2010,Haiti, , , ,Ambassade du Vénézuela,6444250,6101440,Venezuela,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, , ,5927980, , , ,173460, , , , , , , , , , ,6444250,6101440, , 
 , , ,Démolition - Enlèvement et gestion de décombres / NY Pledge (PETROCARIBE Agreement - New Funds) // Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Ouest, ,Ambassade du Vénézuela,15000000,10750000,Venezuela,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, ,15000000, , , , ,10750000, , , , , , , , , , ,15000000,10750000, , 
 , , ,Adoquinage des rues Fort-Liberté / NY Pledge (PETROCARIBE Agreement - New Funds) // (Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,15/06/2011,Haiti,Fort-Liberté,Nord-Est,Fort-Liberté Arrondissement,Ambassade du Vénézuela,2000000,0,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, ,2000000, , , , , , , , , , , , , , , ,2000000, , , 
 , , ,"Réhabilitation du tronçon Fermathe-Frères via Soisson, Duplan, Girardeau, Meyotte et des Collectivités reliant la route principale à la rue Métellus, à Thomassin 25 et à / NY Pledge (PETROCARIBE Agreement - New Funds) // (Source : OSE/Venezuela)",Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Ouest, ,Ambassade du Vénézuela,23500000,14189656,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, ,23500000,7031696, , , ,7157960, , , , , , , , , , ,23500000,14189656, , 
  , , ,Amelioration de la formation des enseignants en Haiti,Ongoing,,,,,25/03/2015,25/03/2011,Haiti, , , ,AXA Canada,856854.838,856854.838,Entreprises non haïtiennes,110 - EDUCATION, ,856854.838, ,2520161.29, , ,60483.87, , , ,594758.064, , , ,201612.903, , ,856854.838,856854.838,2520161.29, 
 , , ,"Réhabilitation Route Hasco , La Saline, Base Navale Amiral Killik / NY Pledge (PETROCARIBE Agreement - New Funds) // Source : OSE/Venezuela)",Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Ouest, ,Ambassade du Vénézuela,7000000,0,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, ,7000000, , , , , , , , , , , , , , , ,7000000, , , 
 , , ,Rénovation Urbaine Hinche (Financement Partiel) / NY Pledge (PETROCARIBE Agreement - New Funds) // Source : OSE/Venezuela),Ongoing,,,,,30/11/2012,30/06/2011,Haiti, ,Centre, ,Ambassade du Vénézuela,8000000,0,Venezuela,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, ,8000000, , , , , , , , , , , , , , , ,8000000, , , 
 , , ,Rénovation Urbaine Limbe (Financement Partiel) / NY Pledge (PETROCARIBE Agreement - New Funds) // Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2011,Haiti,Limbé,Nord,Limbé Arrondissement,Ambassade du Vénézuela,3500000,0,Venezuela,160 - SERVICES ET INFRASTRUCTURES SOCIAUX DIVERS, ,3500000, , , , , , , , , , , , , , , ,3500000, , , 
 , , ,"Entretien du tronçon Pétion-Ville , Laboule 12 / NY Pledge (PETROCARIBE Agreement - New Funds) // Source : OSE/Venezuela)",Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Ouest, ,Ambassade du Vénézuela,1930800,0,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, ,1930800, , , , , , , , , , , , , , , ,1930800, , , 
 , , ,Travaux de construction sur la route Carrefour Puilboreau - Marmelade / NY Pledge (PETROCARIBE Agreement - New Funds) /// Source : OSE/Venezuela),Ongoing,,,,,30/11/2012,30/06/2011,Haiti, ,Ouest, ,Ambassade du Vénézuela,5769083,0,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, ,5769083, , , , , , , , , , , , , , , ,5769083, , , 
 , , ,Construction Pont Hyppolite - Cap-Haïtien / NY Pledge (PETROCARIBE Agreement - New Funds) // (Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Nord, ,Ambassade du Vénézuela,5000000,51603,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, ,5000000, , , , ,51603, , , , , , , , , , ,5000000,51603, , 
 , , ,Réhabilitation de la Route Miragoane-Petite Rivière de Nippes  / NY Pledge (PETROCARIBE Agreement - New Fund) // (Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2010,Haiti, ,Nippes, ,Ambassade du Vénézuela,21831472,16559487,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE,21020 - Transport routier, ,7367224, , , ,9192263, , , , , , , , , , ,21831472,16559487, , 
 , , ,Réhabilitation tronçon RN1: Frecyneau/Saint-Marc/Bigot (Gonaïves) / NY Pledge (PETROCARIBE Agreement - New Funds) // (Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2010,Haiti, ,Artibonite, ,Ambassade du Vénézuela,41542397,36837680,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, , ,30146905, , , ,6690775, , , , , , , , , , ,41542397,36837680, , 
 , , ,"Réhabilitation tronçon Fermathe - Fréres Via Soison, Duplan, Girardeau, Meyotte et collectrices rue Métellus, Meyotte - Fréres, Thomassin 25 et Fermathe 45 / NY Pledge (PETROCARIBE Agreement - New Funds) // (Source : OSE/Venezuela",Ongoing,,,,,30/06/2012,30/06/2011,Haiti, ,Ouest, ,Ambassade du Vénézuela,2000000,0,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, ,2000000, , , , , , , , , , , , , , , ,2000000, , , 
 , , ,Travaux complémentaire sur le tronçon Laboule 12 - Kenscoff / NY Pledge (PETROCARIBE Agreement - New Funds) // Source : OSE/Venezuela),Ongoing,,,,,30/06/2012,30/06/2011,Haiti,Kenscoff,Ouest,Port-au-Prince Arrondissement,Ambassade du Vénézuela,2100000,0,Venezuela,210 - TRANSPORTS ET ENTREPOSAGE, ,2100000, , , , , , , , , , , , , , , ,2100000, , , 
  ,EPP-I-00-04-00020 (Agence des États-Unis pour le développement international), ,Feed the Future West/WINNER,Ongoing,,,11/03/2011,,31/05/2014,11/03/2011,Haiti, ," - Artibonite
 - Centre
 - Ouest"," - Croix-des-Bouquets Arrondissement
 - L'Arcahaie Arrondissement
 - Mirebalais Arrondissement
 - Port-au-Prince Arrondissement
 - Saint-Marc Arrondissement",Agence des États-Unis pour le développement international,132033860,120383493,États-Unis,311 - AGRICULTURE, , , , , , , , , ,127033860,114475689,127033860,4258000,5000000,5907804, , ,132033860,120383493,127033860,4258000
 ,AID-521-C-13-00006 (Agence des États-Unis pour le développement international), ,Feed the Future - North,Ongoing,,,,,31/03/2018,01/04/2013,Haiti, ," - Nord
 - Nord-Est",Le Trou-du-Nord,Agence des États-Unis pour le développement international,87825079,8082007,États-Unis,311 - AGRICULTURE, , , , , , , , , ,87825079,3822007,87825079, , ,4260000, ,23503000,87825079,8082007,87825079,23503000
