AGENCE,PROJET,DESCRIPTION,OBJECTIFS GENERAUX,RESULTATS,STATUT,ASPECT GENRE,NIVEAU D'INTERVENTION,REGION,SECTEUR BUDGET,SECTEUR OCDE,MAFSAN,PRIORITE NATIONALE,MINISTERE DE TUTELLE,AGENCE D'EXECUTION,INSCRIPTION LOI DES FINANCES,2009 Engagements Effectifs,2009 Decaissements Effectifs,2009 Decaissements Prevus,2010 Engagements Effectifs,2010 Decaissements Effectifs,2010 Decaissements Prevus,2011 Engagements Effectifs,2011 Decaissements Effectifs,2011 Decaissements Prevus,2012 Engagements Effectifs,2012 Decaissements Effectifs,2012 Decaissements Prevus,2013 Engagements Effectifs,2013 Decaissements Effectifs,2013 Decaissements Prevus,2014 Engagements Effectifs,2014 Decaissements Effectifs,2014 Decaissements Prevus,2015 Decaissements Prevus,2016 Decaissements Prevus,2017 Decaissements Prevus,2018 Decaissements Prevus,2019 Decaissements Prevus,Total Disbursements,Total Commitments,Planned Disbursements
UE : Union Europeenne,"Prevention de la malnutrition dans 5 communes du district de Betioky Atsimo, Region Atsimo Andrefana (295729)",Le projet vise a contribuer a la prevention de la malnutrition en agissant sur ses causes structurelles et conjoncturelles dans 5 communes du district de Betioky. Il cible les populations rurales vulnerables dont les enfants de moins de cinq ans et les femmes enceintes,L'objectif global du programme est de Contribuer a prevenir la malnutrition en agissant sur ses causes structurelles et conjoncturelles dans 5 communes du district de Betioky.,"R.1. Les menages renforcent leur securite alimentaire tout au long de l'annee et leur capacite de resilience face aux chocs, gräce a l'augmentation de la disponibilite et de la diversite de productions agricoles et a l'appui au petit elevage  R2. Des ouvrages hydrauliques sont realises et les acteurs locaux jouent leur role dans la gestion de l'eau dans le cadre de la decentralisation  R.3. Les pratiques de soins sont renforcees au niveau familial et communautaire et ne se deteriorent pas en contexte de rupture  R4. La surveillance continue et le diagnostic precis de la situation alimentaire et nutritionnelle dans le district permettent d'alimenter le systeme d'information regional, de realiser des actions de plaidoyer ciblees et de definir des reponses adaptees",En Cours,Genre,Regional,ATSIMO-ANDREFANA,PRODUCTIF," - AGRICULTURE
 - SANTE",OTHER,Developpement rural, ,Autres ONG Nationales,Hors Budget,0,0,0,0,0,0,0,0,0,0,620921.052,0,0,0,0,0,336794.871,324320.987,0,0,0,0,0,620921.052,0,324320.987
UE : Union Europeenne,Acces a une filiere dÍassainissement durable et promotion de lÍhygiene aupres des habitants des quartiers populaires du Vallon Metzinger(300843),"L'action contribue aux OMD 4, 5 et 6. Elle ameliore durablement l'acces a l'assainissement dans ces quartiers pauvres et vulnerables en 1) realisant des infrastructures sanitaires privees et publiques (latrines et plateforme de traitement des BVL), 2) structurant avec l'ensemble des acteurs et beneficiaires, de façon participative, une chaÓne complete et perenne de services de collecte-transport-traitement-valorisation, 3) sensibilisant les beneficiaires finaux aux bonnes pratiques d'hygiene et d'assainissement.","OG 1 : Diminuer de moitie d'ici 2015, la proportion de personnes ne beneficiant pas d'un acces durable a un assainissement de base OG 2: Contribuer a la realisation des OMD : reduire la mortalite infantile (OMD4), ameliorer la sante maternelle (OMD 5) et combattre le VIH/SIDA, le paludisme et les autres maladies notamment la peste et le cholera (OMD6)",R1) Le nombre d'infrastructures d'assainissement de base de qualite est significativement augmente   R2) Un dispositif perenne de sensibilisation a l'assainissement et a l'hygiene est mis en place aupres des populations des quartiers pauvres et vulnerables  R3) Une chaÓne complete et durable d'assainissement est mise en place  R4) : Les capacites locales de gestion de l&#39;assainissement global des quartiers sont renforcees  R 5) L'action est evaluee et un mecanisme de diffusion nationale et internationale de la capitalisation de ses impacts en matiere de salubrite publique est mis en place,En Cours,Assez significatif,Regional,BOENY,SOCIAL,DISTRIBUTION D'EAU ET ASSAINISSEMENT,OTHER,Sante, ,Autres ONG Internationales,Hors Budget,0,0,0,0,0,0,0,0,0,0,289247.368,0,0,0,0,0,339005.128,326449.382,0,0,0,0,0,289247.368,0,326449.382
UE : Union Europeenne,PASA 2004 - Programme d'appui a la securite alimentaire 2004 (phase II du PSA 2003) (016880),- Mise en place d'un systeme d'information sur la securite alimentaire au niveau central et zone de concentration - reforme institutionnelle du MAEP au niveau de la definition de ses politiques  - appui aux recentrage du MAEP dans ses fonctions perennes - renforcement des services regionaux du MAEP dans la zone de concentration - appui aux organisations paysanes parune meilleure organisation et par un meilleur acces pour les plus vulnerables aux services efficaces a la production agricoles - Actions d'appui alimentaire aux plus demunis,Contribuer a la reduction de la pauvrete par l'amelioration de la securite alimentaire des menages,Volet national (60%) - Systeme d'information sur la securite alimentaire mis en place - personnels du MAEP mieux formes - reequilibrage des effectifs du MAEP vers les regions  - GTDR appuyes dans la definition des programmes regionaux de developpement rural - Coordinnation sectorielle amelioree Volet regional (40%) - Developpement des filieres  - Amelioration de la nutrition de base des populations vulnerables,Cloture,Non Genre,National-Regional," - ANDROY
 - ANOSY
 - HAUTE MATSIATRA
 - MENABE
 - National
 - VATOVAVY-FITOVINANY"," - PRODUCTIF
 - SOCIAL
 - ADMINISTRATIF"," - AGRICULTURE
 - SANTE",OTHER,Developpement rural," - Ministere de l'Agriculture et du Developpement Rural
 - Ministere des Finances et du Budget"," - Autres ONG Nationales
 - Ministere de l'Agriculture et du Developpement Rural",Hors Budget,0,0,0,0,416724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416724,0,0
UE : Union Europeenne,"projet d'insertion socio professionnelle des jeunes non scolarises, commune urbaine de Mahajanga (113672)","Ce projet a pour but d'ameliorer les conditions de vie et les capacites des jeunes äges de 16 a 26 ans, vivant dans les quartiers defavorises de Mahajanga.","Contribuer a la reduction de la pauvrete a Madagascar en ameliorant le bien être social et economique de la population. Les strategies mises en place devront permettre aux groupes vulnerables de couvrir leurs depenses essentielles(sante, education, logement...) et de beneficier d'une alimentation suffisante en qualite et en quantite. La lutte contre l'exclusion sociale constituera egalement une priorite",1. Les jeunes beneficiaires sont selectionnes selon les criteres precis  2. Les jeunes ont acces a une formation professionnelle repondant aux besoins reels du marche de l'emploi  3. Les jeunes sont reinseres sur le marche du travail et acquierent une independance economique  4. Des mesures speciales sont prises pour accompagner ces jeunes dans leur programme d'insertion et pour amelioration leur situation nutritionnelle,En Cours,Non Genre,Regional,BOENY,SOCIAL,INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS,OTHER,Developpement rural,"Ministere de la Fonction Publique, du Travail et des Lois Sociales",Autres ONG Internationales,Hors Budget,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UE : Union Europeenne,Projet d'appui contre la malnutrition dans le district de vaingandrano (PAMDIV) (131267),"Descriptions de l'Action:  . Activite 1: Organiser des rencontres avec les partenaires et les autorites nationales, regionales et du district  . Activite 2: recruter, former et equiper les agents de l'action(nutrition/sante, agricole, socio=organisateurs)  . Activite 3: Sensibiliser les groupes cibles et former les beneficiaires",Apporter une contribution a la lutte durable contre la malnutrition chronique chez les groupes vulnerables du district de Vaingandrano,R 1: L'etat nutritionnel des groupes cibles des communes et Fokontany d'intervention est connu et autres informations pouvant faciliter et renforcer l'action sont disponibles  R 2: Les groupes cibles ont les moyens de lutter contre la malnutrition  R 3: Les groupes cibles sont sensibilises et disposent des connaissances et du savoir faire pour lutter contre la malnutrition,Cloture,Non Genre,Regional,ATSIMO-ATSINANANA,SOCIAL,SANTE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,Autres ONG Internationales,Hors Budget,0,0,0,0,0,0,0,103808.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103808.521,0,0
UE : Union Europeenne,PAPDIV - Projet d'appui a la production rizicole et legumineuse dans le district de Vaingadrano (130965),Description de l'Action:  . Faire un inventaire et une analyse organisationnelle des groupements/associations existants  . Identifier les contraintes techniques et sociales des productions rizicoles et legumineuses et les besoins d'appui qui s'en suivent  . faire un inventaire des perimetres irrigues existants et analyser leur etat,"Disponibilite et accessibilite des aliments, pouvant contribuer a une alimentation plus diversifiee et equilibree des populations du district de vaingandrano, ont augmente",". Les groupements/associations de producteurs/productrices et d'usagers sont mis en place, formes et fonctionnels  . Les paysans/paysannes partenaires disposent des techniques et moyens necessaires pour l'amelioration et l'intensification de la production agricole  . Des infrastructures hydro-agricoles sont rehabilitees et/ou construites et fonctionnelles",Cloture,Non Genre,Regional,ATSIMO-ATSINANANA,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,Autres ONG Internationales,Hors Budget,0,0,0,0,0,0,0,99298.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99298.908,0,0
UE : Union Europeenne,Projet Talaha (131276),. Activite 1: Mener un inventaire de faisabilite technique et sociale (avant projets sommaires) des amenagements hydro-agricoles dans les 7 communes  . Activite 2: Diffuser du materiel vegetal diversifie et ameliore  . Activite 3: identifier les MAFAS avec les autorites traditionnelles et les associations locales,Contribuer a l'amelioration durable de la situation nutritionnelle des populations de 7 communes parmi les plus vulnerables et enclavees des districts de Vaingandrano et de Fort Dauphin,"R 1: Des amenagements hydro-agricoles d'une valeur de 163 500 euros (approximativement 500 hectares) geres par des associations d'usagers de l'eau creent des poches d'intensification des cultures vivrieres dans les 7 communes  R 2: Dans les 3 communes du district de Vaingandrano du materiel vegetal ameliore et diversifie est introduit et multiplie  R 3: Dans les 3 communes du district de Vaingandrano, 60 paysans/paysannes ambassadeurs maÓtrisent, appliquent et diffusent des techniques agricoles ameliorees ayant fait leurs preuves dans des conditions similaires",Cloture,Non Genre,Regional,ATSIMO-ATSINANANA,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,Autres ONG Internationales,Hors Budget,0,0,0,0,58304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58304,0,0
UE : Union Europeenne,Projet Votsotse (144440),Le projet VOTSOTSE est un projet dans le cadre du deuxieme axe d'intervention du programme PRONUMAD III concernant la lutte contre la malnutrition chez les groupes vulnerables dans les districts a insecurite alimentaire chronique de la region de l'Anosy.,". Contribuer a la mise en ìuvre du MAP; engagement 5, defi 7 sur l'amelioration de la nutrition et la securite alimentaire et le defi 8 concernant les pratiques hygieniques pour mesure d'accompagnement . Contribuer a la mise en ìuvre de la politique de developpement rural du MAEP dans le cadre du NAC ou Nutrition a Assise Communautaire et le Programme National de Nutrition Communautaire ou PNNC","R 1: Une structure de proximite capable d'elaborer un SPOT MAP permettant de savoir les problemes nutritionnels des villages et de mobiliser et sensibiliser toute la communaute a l'amelioration des pratiques nutritionelles est en place et fonctionnelle dans 42 des 66 Fokotany qui n'ont pas de PNNC R 2: Les informations sur l'education nutritionnelle sont accessibles aux membres de la communaute des 86 Fokotany et les mesures d'accompagnement en matiere d'hygiene et de sante sont respectees R 3: Un site de demonstration culinaire pour la valorisation des ressources locales et une parcelle de demonstration culturale pour l'introduction des nouvelles techniques agricoles sont en places dans 42 Fokotany, accessibles par tous et perennes",Cloture,Assez significatif,Regional,ANOSY,SOCIAL,SANTE,OTHER,Developpement rural,Ministere de la Sante Publique,Autres ONG Nationales,Hors Budget,0,0,0,0,98868,0,0,45682.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144550.984,0,0
UE : Union Europeenne,"PASA 2003 - Programme d'appui a la securite alimentaire 2003, phase I (005775)",- Mise en place d'un systeme d'information sur la securite alimentaire au niveau central et zone de concentration - reforme institutionnelle du MAEP au niveau de la definition de ses politiques  - appui aux recentrage du MAEP dans ses fonctions perennes - renforcement des services regionaux du MAEP dans la zone de concentration - appui aux organisations paysanes parune meilleure organisation et par un meilleur acces pour les plus vulnerables aux services efficaces a la production agricoles - Actions d'appui alimentaire aux plus demunis,Contribuer a la reduction de la pauvrete par l'amelioration de la securite alimentaire des menages,Volet national (60%) - Systeme d'information sur la securite alimentaire mis en place - personnels du MAEP mieux formes - reequilibrage des effectifs du MAEP vers les regions  - GTDR appuyes dans la definition des programmes regionaux de developpement rural - Appui technique au Centre National de lutte Antiacridienne Volet regional (40%) - Systeme d'information sur la securite alimentaire mis en place - Developpement des filieres et des organisations de producteurs,Cloture,Non Genre,National-Regional," - ANDROY
 - ATSIMO-ATSINANANA
 - National
 - VATOVAVY-FITOVINANY"," - PRODUCTIF
 - ADMINISTRATIF",AGRICULTURE,OTHER,Developpement rural," - Ministere de l'Agriculture et du Developpement Rural
 - Ministere des Finances et du Budget"," - Autres ONG Internationales
 - Ministere de l'Agriculture et du Developpement Rural",Hors Budget,0,0,0,0,518394.666,0,0,379085.61,0,0,47531.578,0,0,0,0,0,0,0,0,0,0,0,0,945011.854,0,0
UE : Union Europeenne,Assistance technique pour le mise en ìuvre du projet de diversification et de valorisation des productions horticoles tropicales(019062),"L'Action mentionee dans la convention de financement fait suite aux projets annuels mis en ìuvre dans le cadre special d'assistance aux production de bananes de pays ACP, dont Madagascar a beneficie. Il s'agit d'un marche de service : renforcement de capacites. Les groupes cibles sont de quatre types :   producteurs horticoles de la zone d'intervention.   transformateurs locaux dans le domaine agroalimentaire;   operateurs economiques ayant ou souhaitant investir dans le secteur agroalimentaire","L'amelioration de la competitivite en quantite et qualite de l'offre en produits horticoles de Madagascar par l'amelioration du materiel vegetal, l'amelioration de la technicite des paysans, la diversification des produits transformes et la valorisation des sous-produits issus de l'agriculture",R.1. La production est diversifiee par le developpement de cultures innovantes en paysannat pour repondre aux besoins des professionnels de la transformation et d'exportateurs partenaires. R.2. La gamme des produits transformes est diversifiee par l'acquisition de nouveaux pilotes de transformation et la mise au point de nouveaux process de transformation a partir des unites acquises dans le cadre des precedents programmes. R.3. L'accessibilite aux bassins de productions est amelioree R.4. Les quantites et la qualite des bananes commercialisees sur les marches locaux sont ameliorees R.5. Les capacites techniques et organisationnelles du CTHT sont renforcees,Cloture,Non Genre,Regional,ATSINANANA,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural," - Ministere de l'Agriculture et du Developpement Rural
 - Ministere des Finances et du Budget",Centre Technique Horticole de Tamatave,Hors Budget,0,0,0,0,0,0,0,224212.569,0,0,184.21,0,0,0,0,0,0,0,0,0,0,0,0,224396.779,0,0
UE : Union Europeenne,Projet d'appui a la securisation alimentaire durable de la region de l'Androy a travers le developpement de filieres agricoles porteuses (144432),"L'action se focalise sur l'amelioration de l'acces aux productions et les revenus des menages. L'approche preconisee prend en consideration les differentes etapes d'une filiere, en l'occurrence la filiere agricole d'une zone marquee par des conditions pedo climatiques rudes. Comme approche filiere, il s'agit de traiter: . la partie en amont qui traite des moyens de production et de leur accessibilite par les menages, . la partie au centre qui concerne les productions elles-mêmes et englobe l'amelioration des productions par l'amelioration des savoirs faire des paysans, . la partie en aval qui traite de l'ecoulement des productions et qui exige la professionnalisation des paysans pour assurer une amelioration durable des revenus des menages concernes.","Contribuer a: . D'ici 2015, reduire de moitie la proportion de la population victime de l'insecurite alimentaire, c'est-a-dire n'atteignant pas le niveau minimum d'apport calorique de 2300 kilocalories par personne par jour - c'est-a-dire de 65% a 30% (PNAN) . Assurer la valorisation optimale des facteurs de production des exploitations agricoles representatives de la zone d'intervention, de maniere a augmenter durablement la disponibilite vivriere en quantite et qualite et a ameliorer la tresorerie des menages cibles dans les districts a haut risque climatique du Grand Sud, en vue d'amortir les chocs lies a la secheresse recurrente (PRONUMAD)",R 1: Les menages producteurs ont un meilleur acces aux moyens de productions R 2: Les systemes de production des menages sont modernises et les exploitations types optimalises. R 3: Les productions agricoles sont valorisees en vue d'ameliorer les revenus des menages R 4: Les experiences porteuses sont capitalisees et diffusees a grande echelle,Cloture,Assez significatif,Regional,ANDROY,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,Autres ONG Nationales,Hors Budget,0,0,0,0,104385.333,0,0,106921.001,0,0,57367.948,0,0,0,0,0,0,0,0,0,0,0,0,268674.282,0,0
UE : Union Europeenne,Projet de securisation de l'approvisionnement en semences pour l'Androy (PSASA) (144437),". Activite 1: Former et accompagner l'equipe chargee de la station d'Agnarafaly pour qu'elle devienne autonome . Activite 2: Structuration et perennisation de l'activite de vente de semences de qualite par les boutiques d'intrants . Activite 3: Associer les acteurs impliques dans l'amelioration de la securite alimentaire en Androy a instance de concertation de la filiere semences, de façon reflechir aux modalites d'organisation adaptees en cas de crise . ACtivite 4: Appuyer un reseau d'experimentation sur les techniques de Semis Sous Couvert (SCV) et les haies",. Ameliorer la securite alimentaire dans l'Androy . Limiter l'impact des crises alimentaires . Ameliorer les conditions de vie des menages vulnerables,,Cloture,Non Genre,Regional,ANDROY,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural,Ministere de l'Agriculture et du Developpement Rural,Autres ONG Internationales,Hors Budget,0,0,0,0,0,0,0,112526.375,0,0,169067.948,0,0,0,0,0,0,0,0,0,0,0,0,281594.323,0,0
UE : Union Europeenne,PASAM 1 - Programme d'appui au secteur agricole a Madagascar (017812),Le programme vise :   - a financer le processus de deconcentration du ministere  - a appuyer la mise en place de structure d'appui aux producteurs au niveau districts (centre de service agricole)  - a mettre en place un mecanisme de financement regional des services agricoles (Fonds regional de developpement agricole) dans 2 regions pilotes,Contribuer a la reduction de la pauvrete et de l'insecurite alimentaire dans les zones rurales de Madagascar par l'amelioration des performances du secteur agricole,"Volet national (45%)  - Appui a la mise en ìuvre de la reforme institutionnelle du MAEP : personnels du MAEP mieux formes, reequilibrage des effectifs du MAEP vers les regions    Volet regional (55%)  - Mise en place de 106 Centres de Services aux Agriculteurs (1 / district)  - Mise en place des Fonds Regionaux de Developpement Agricole dans 2 regions du Sud (Hte Matsiatra, V7V)",Cloture,Non Genre,National-Regional," - ALAOTRA-MANGORO
 - AMORON'I MANIA
 - ANALAMANGA
 - ANALANJIROFO
 - ANDROY
 - ANOSY
 - ATSINANANA
 - BETSIBOKA
 - BOENY
 - BONGOLAVA
 - DIANA
 - HAUTE MATSIATRA
 - ITASY
 - MELAKY
 - National
 - SAVA
 - SOFIA
 - VAKINANKARATRA
 - VATOVAVY-FITOVINANY"," - PRODUCTIF
 - ADMINISTRATIF",AGRICULTURE,OTHER,Developpement rural," - Ministere de l'Agriculture et du Developpement Rural
 - Ministere des Finances et du Budget",Ministere de l'Agriculture et du Developpement Rural,Hors Budget,0,0,0,0,32018,0,0,1221005.987,0,0,365294.342,0,0,0,0,0,0,0,0,0,0,0,0,1618318.329,0,0
UE : Union Europeenne,Nutrimad Sud Est (131273),"Descriptions de l'action: . Activite 1: Realisation d'un diagnostic approfondi sur les connaissances, attitudes et pratiques en matiere de nutrition, d'hygiene et de sante des femmes enceintes ou allaitantes et des meres d'enfants de 0 a 6 ans ainsi que sur la situation nutritionnelle . Activite 2: Realisation d'un diagnostic appronfondi sur les connaissances, attitudes et pratiques en matiere de nutrition, d'hygiene et de sante des menages ayant des enfants d'äge scolaire . Activite 3: Identification des caracteristiques a conferer aux solutions alimentaires pour repondre aux besoins des consommateurs (femmes enceintes /allaitantes, enfants de 6 a 24 mois, enfants de 2 a 6 ans) . Activite 4: Mise en oeuvre des activites de promotion des solutions alimentaires . Activite 5: Realisation d'un atelier par district sur la lutte contre la malnutrition: une composante du contrat social du maire . Activite 6: Sensibilisation des acteurs communaux a la nutrition, l'hygiene et la sante . Activite 7: Realisation d'une analyse participative de la crise de 2005 et de sa gestion, ainsi que de la nature des risques existants sur la commune . Activite 8: Creation d'un comite de pilotage regional de l'Action",. Ameliorer durablement la situation nutritionnelle des groupes vulnerables dans le Sud Est de Madagascar . Renforcer les capacites des acteurs communaux a remplir leur mandat fixe par l'Etat dans le cadre de la decentralisation et a gerer les situations de crise . Renforcer l'implication des femmes dans la vie communale,,Cloture,Genre,Regional,ATSIMO-ATSINANANA,SOCIAL,SANTE,OTHER," - Developpement rural
 - Solidarite",Ministere de la Sante Publique,Autres ONG Internationales,Hors Budget,0,0,0,0,132526.666,0,0,50239.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182766.45,0,0
UE : Union Europeenne,Projet Eniky (131280),. Activite 1 : Accompagner la creation et renforcer les capacites des Comites Communaux de Nutrition (CCN) dans les 3 Communes de la zone Nord.  . Activite 2: Former les instituteurs des 3 communes de Vangaindrano et leur fournir des aides pedagogiques . Activite 3: Inventorier les ressources disponibles,Contribuer a l'amelioration durable de la situation nutritionnelle des populations de 7 communes parmi les plus vulnerables et enclavees des districts de Vaingandrano et de Fort Dauphin,R 1: Un systeme ancre dans les communautes est operationnel dans les 3 communes de la zone Nord afin de soutenir l'amelioration et le suivi de l'etat nutritionnel du groupe cible R 2: Les eleves d'une majorite des 67 ecoles primaires des 7 communes de la zone ont acces a des connaissances theoriques et pratiques en matiere de nutrition equilibree. R 3: Les 46 Fokotany des 7 communes ont acces au cours de l'action a des messages d'education nutritionnelle transmis de maniere ludique et attractive,Cloture,Genre,Regional,ATSIMO-ATSINANANA,SOCIAL,SANTE,OTHER," - Developpement rural
 - Solidarite",Ministere de la Sante Publique,Autres ONG Internationales,Hors Budget,0,0,0,0,0,0,0,69202.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69202.558,0,0
UE : Union Europeenne,ANJAGNA (144435),"Le projet ANJANA intervient dans la zone pour que la lutte contre la malnutrition au niveau local soit prioritaire, que les responsables, les intervenants et les beneficiaires mettent en place des structures de concertation concernant les problemes de la malnutrition pour un reel developpement. Celles-ci permettront d'une façon continue, perenne et responsable de connaÓtre, faire connaÓtre les problemes de la malnutrition, de debattre des solutions possibles au niveau local et les eventuels appuis venant de l'exterieur.",Contribuer a l'amelioration durable de la situation nutritionnelle des populations de 7 communes des districts d'Amboasary et de Tolagnaro,1. Un systeme permettant de soutenir l'amelioration et le suivi de l'etat nutritionnel du groupe cible est operationnel dans les 7 communes 2. Les 86 Fokotany des 7 communes ont acces durant la duree de l'action a des messages d'education nutritionnelle transmis de maniere ludique et attractive,Cloture,Genre,Regional,ANOSY,SOCIAL,SANTE,OTHER," - Developpement rural
 - Solidarite",Ministere de la Sante Publique,Autres ONG Internationales,Hors Budget,0,0,0,0,0,0,0,118745.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118745.422,0,0
UE : Union Europeenne,Fandambana (114314),Description de l'Action: . Renforcer les capacites institutionnelle et organisationnelle de l'organisation parenaire (Action Socio-sanitaire Organisation Secours) dans la planification et gestion des activites de nutrition . Appuyer les activites de rehabilitation nutritionnelle dans les CRENAs des 4 communes . Appuyer la mise en place d'unites de production locale de complements alimentaires enrichis,"Ameliorer d'une maniere durable la situation nutritionnelle des groupes vulnerables de la region Nord-Est de l'Anosy par la promotion de comportements responsables, le developpement de reponses locales appropriees en matiere de nutrition et la mise a disposition perenne de ressources alimentaires variees",1. Les capacites des organisations locales partenaires du projet sont renforcees pour mettre en ìuvre et soutenir les reponses nutritionnelles adaptees au contexte local 2. La situation nutritionnelle des groupes vulnerables est restauree et les groupes cibles adoptent des pratiques alimentaires ameliorees 3. Les groupes cibles accedent aux aliments enrichis a travers la mise en place de services de supplementation nutritionnels accessibles et autonomes,Cloture,Genre,Regional," - ANOSY
 - ATSIMO-ANDREFANA",SOCIAL,SANTE,OTHER," - Developpement rural
 - Solidarite",Ministere de la Sante Publique,Autres ONG Internationales,Hors Budget,0,0,0,0,69333.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69333.333,0,0
UE : Union Europeenne,Projet Apemba Soa (144439),"Le projet est elabore dans le but de capitaliser sur les reussites de programme existant d'ALT portant sur l'attenuation de la sechesresse (Drought Mitigation programme-DMP) lance dans la region d'Androy en 2005, en elargissant l'approche demontree pour une augmentation de la securite alimentaire et nutritionnelle pour le bien des communautes les plus vulnerables.",Les populations vulnerables de l'Androy et de l'Anosy affectees par des secheresses recurrentes augmentent leur securite et leur resistance alimentaires envers les chocs environnementaux en produisant et en consommant du sorgho resistant aux secheresses en tant qu'aliment nutritionnel de base,". une augmentation de la culture du sorgho, qui fournit une source de nourriture nutritive aux familles. Une amelioration du rendement des moissons, avec un meilleur acces aux semences afin d'assurer les semailles plusieurs fois pendant l'annee . une amelioration de competences en methodes de production et de stockage du sorgho durables, qui resteront dans la famille et la communaute sur le long terme . une amelioration de la nutrition du fait de l'utilisation et la preparation par les femmes du sorgho en maximisant ses qualites nutritionnelles pour toute la famille, et surtout les enfants. . Une amelioration de l'autonomie avec l'usage de nouvelles competences et une augmentation de la culture par les producteurs",Cloture,Peu significatif,Regional," - ANDROY
 - ANOSY",PRODUCTIF,AGRICULTURE,OTHER," - Developpement rural
 - Solidarite",Ministere de l'Agriculture et du Developpement Rural,Autres ONG Internationales,Hors Budget,0,0,0,0,66550.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66550.666,0,0
UE : Union Europeenne,"Contribution a la reduction de la pauvrete, la conservation de la biodiversite et la lutte contre le changement climatique (151832)","Creation d'un nouveau Parc National, inclus dans le systeme des aires proetegees de Madagascar, dont la gestion sera faite conjointement avec les populations peripheriques, qui beneficieront des appuis pour l'amelioration des conditions de production et pour la generation de revenus complementaires",Reduction de la pauvrete par la gestion durable des forêts primaires de Madagascar.,"- un dispositif de co-gestion des forêts du corridor forestier entre les riverains, les autorites et services decentralises et ANGAP sera en place et operationnel - les services environnementaux pour les communautes locales seront maintenus et des revenus supplementaires generes - les experiences de Marolambo sont diffusees et aliemntent , ainsi que l'alimentation de dialogues de politiques aux niveaux national et international.",En Cours,Assez significatif,Regional," - AMORON'I MANIA
 - ATSINANANA",PRODUCTIF,DESTINATION PLURI-SECTORIELLE OU TRANSVERSALE,OTHER," - Developpement rural
 - Environnement","Ministere de l'Environnement, de l'Ecologie et des Forêts",Autres ONG Nationales,Hors Budget,2133333.333,0,0,0,0,0,0,268247.929,0,0,124342.5,0,0,341701.298,360424.657,0,500000,456790.123,0,0,0,0,0,734291.727,2133333.333,817214.78
UE : Union Europeenne,TONDA (144436),"Le projet TONDA intervient dans une des zones les plus pauvres et enclavees de Madagascar Pertinence de l'action au regard des besoins et des contraintes du pays et de la region cible Elle est conforme avec la strategie de cooperation de la Commission europeenne a Madagascar qui vise a diminuer l'insecurite alimentaire des groupes les plus vulnerables, par la mise en ìuvre d'actions a caractere structurant.","Contribuer a l'amelioration durable de la situation nutritionnelle des populations de 7 Communes parmi les plus vulnerables a la secheresse, dans les districts d'Amboasary et de Tolagnaro.","1. Du materiel vegetal ameliore et diversifie est introduit, multiplie et dissemine par le reseau de paysans ambassadeurs (MAFA) 2. Le reseau de MAFA met en pratique et dissemine des itineraires techniques ameliores (agriculture et elevage) 3. Les produits locaux sont valorises 4. Les surfaces cultivees par les salaries agricoles des plantations sisalieres sont augmentees",En Cours,Non Genre,Regional,ANOSY,PRODUCTIF,AGRICULTURE,OTHER,Developpement rural," - Ministere de l'Agriculture et du Developpement Rural
 - Ministere de l'Elevage et de la Protection Animale",Autres ONG Internationales,Hors Budget,704115.492,0,0,0,0,0,0,0,0,0,193950,0,0,0,0,0,0,0,0,0,0,0,0,193950,704115.492,0
